Index,Campaign Period Sales,Buy,Historical Sales Volume,Number of Prior Year Transactions,Number of Transactions,Purchase Breadth,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group,Repurchase Method,Last Transaction Channel,Number of Employees,Service Level,Do No Disturb,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies
837,524.0,1,584784.0,18,18,2,9551,4056,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,True,False,False,False,False,False,False,True
838,0.0,0,341607.552,16,16,1,12688,2625,Mid-term,Unknown,AUTO RENEW,PHONE,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
839,0.0,0,82368.00000000001,8,8,1,2623,2548,Short-term,English,AUTO RENEW,PHONE,101-500,Premier,False,False,False,False,False,False,False,False,False,False,True
840,340.08000000000004,1,223092.48000000004,16,16,1,2147,1998,Short-term,English,AUTO RENEW,AUTO RENEW,51-100,Standard,False,True,False,False,False,False,False,False,False,False,True
841,0.0,0,336296.80000000005,14,14,1,8493,2098,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
842,503.97333333333336,1,371932.32,9,9,1,4196,3506,Short-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
843,0.0,0,734096.9142857145,17,17,1,11288,3169,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
844,0.0,0,309903.36,18,18,2,9643,2744,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,False,True,False,False,False,False,False,False,False,True
845,720.5466666666666,1,808453.36,17,17,1,14756,4899,Long-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
846,310.0761904761905,1,158138.85714285716,15,15,1,9782,3149,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
847,0.0,0,3523655.52,22,22,1,1208,4476,Short-term,English,NOTICE,BRANCH (POS),500+,Standard,False,True,False,False,False,False,False,False,False,False,True
848,0.0,0,1503191.4666666666,20,20,1,9537,3509,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
849,0.0,0,99597.6,18,18,1,14240,1976,Mid-term,English,NOTICE,PHONE,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
850,0.0,0,141384.0,4,4,0,9356,1772,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,False
851,0.0,0,236192.8190476191,17,17,1,12323,1857,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
852,0.0,0,1145095.952,11,11,1,8700,3813,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
853,229.6266666666667,1,157064.64,18,18,1,10451,2102,Mid-term,English,NOTICE,WEB,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
854,0.0,0,297618.2857142857,20,20,1,8837,1781,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
855,0.0,0,96973.2,5,5,2,13189,2286,Mid-term,Unknown,NOTICE,BRANCH (POS),6-10,Premier,False,True,False,False,False,False,False,False,False,True,True
856,686.7466666666667,1,2009420.7466666664,22,22,2,9752,3631,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,False,False,False,False,False,True,False,True
857,0.0,0,196115.5047619048,8,8,1,13526,3301,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
858,0.0,0,261414.4,5,5,2,6708,3714,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,True,False,False,False,False,False,False,True
859,288.0,1,117504.0,12,12,0,9690,3285,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,False,False,False,False,False,False,False,False,False,False
860,204.3047619047619,1,175293.4857142857,11,11,1,14226,2391,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
861,0.0,0,114663.23809523808,10,10,1,11804,2343,Mid-term,English,NOTICE,PHONE,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
862,147.63809523809525,1,380906.28571428574,20,20,2,4678,1985,Short-term,English,NOTICE,MAIL,6-10,Standard,False,True,True,False,False,False,False,False,False,False,True
863,0.0,0,485968.00000000006,21,21,1,9096,3888,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
864,0.0,0,731882.6666666669,7,7,0,8205,3198,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,False,True,False,False,False,False,False,False,False,False,False
865,0.0,0,1661946.0000000002,25,25,2,11090,3306,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,True,False,True
866,0.0,0,376048.00000000006,20,20,1,5850,2953,Short-term,English,NOTICE,BRANCH (PHONE),1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
867,0.0,0,711557.6000000002,12,12,1,6863,3384,Mid-term,English,AUTO RENEW,PHONE,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
868,0.0,0,560563.3333333335,25,25,2,8851,2135,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,True,False,True
869,0.0,0,148603.84000000003,22,22,2,11957,3396,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,True,False,True
870,0.0,0,609330.6514285716,16,16,3,11700,2768,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,True,False,False,False,False,True,False,True
871,416.0761904761905,1,180993.14285714287,15,15,1,11335,3908,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
872,0.0,0,333461.3333333333,20,20,1,9186,3060,Mid-term,European,NOTICE,PHONE,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
873,294.1904761904762,1,324786.2857142857,23,23,1,23949,3035,Long-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
874,0.0,0,2659536.0,18,18,4,12688,6188,Mid-term,English,NOTICE,MAIL,51-100,Premier,True,True,True,True,True,False,False,False,False,False,True
875,0.0,0,361151.57333333336,16,16,1,9112,4049,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
876,0.0,0,1273141.5840000005,22,22,1,5020,2979,Short-term,English,AUTO RENEW,PHONE,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
877,0.0,0,355523.9466666667,19,19,1,12838,2335,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,False,False,False,False,False,False,False,False,False,True
878,463.5666666666667,1,999449.7333333334,22,22,2,9660,2825,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,True,False,True
879,245.9748571428572,1,175380.07314285717,23,23,2,20174,2056,Long-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,True,False,False,False,False,False,False,True
880,0.0,0,1756208.6666666667,22,22,1,8472,3229,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,False,False,False,False,False,False,False,False,False,True
881,255.528,1,568805.3280000001,21,21,1,16539,2939,Long-term,English,AUTO RENEW,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
882,0.0,0,1482721.066666667,20,20,1,7108,3465,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
883,0.0,0,906738.976,22,22,1,1837,3774,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
884,0.0,0,376439.04,18,18,1,15153,2232,Long-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
885,0.0,0,264506.0,15,15,2,9582,2418,Mid-term,Unknown,NOTICE,BRANCH (POS),6-10,Standard,False,True,False,False,False,False,False,False,False,True,True
886,0.0,0,94757.66666666666,7,7,0,10420,2731,Mid-term,Unknown,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,False
887,0.0,0,1018862.5866666668,17,17,1,9186,3134,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
888,0.0,0,1064582.4,15,15,1,12551,4170,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
889,0.0,0,305442.72000000003,18,18,1,8778,2362,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
890,0.0,0,121031.90476190476,5,5,1,10685,2967,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
891,0.0,0,4650945.0,17,17,1,4259,3799,Short-term,English,AUTO RENEW,PHONE,101-500,Standard,False,True,False,False,False,False,False,False,False,False,True
892,0.0,0,1166830.4800000002,23,23,1,12079,3038,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
893,0.0,0,348912.38095238095,19,19,1,20252,2242,Long-term,European,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
894,0.0,0,306135.2380952381,19,19,1,10998,1976,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
895,147.6761904761905,1,165545.00952380954,19,19,2,10208,1985,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,True,False,True
896,0.0,0,1288309.4400000002,22,22,1,8441,3556,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
897,0.0,0,1678934.4,24,24,1,10939,2930,Mid-term,English,NOTICE,PHONE,51-100,Standard,False,True,False,False,False,False,False,False,False,False,True
898,0.0,0,22064.0,4,4,0,8670,3185,Mid-term,Unknown,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,False
899,0.0,0,350160.0,15,15,1,10647,2918,Mid-term,English,NOTICE,MAIL,101-500,Premier,False,True,False,False,False,False,False,False,False,False,True
900,0.0,0,1576426.8,12,12,1,11639,2415,Mid-term,English,AUTO RENEW,AUTO RENEW,101-500,Standard,False,True,False,False,False,False,False,False,False,False,True
901,0.0,0,59489.15,5,5,1,8973,3327,Mid-term,English,NOTICE,BRANCH (POS),51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
902,0.0,0,173406.66666666666,19,19,1,7068,1674,Mid-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
903,0.0,0,782215.5714285715,20,20,0,13996,2329,Mid-term,Unknown,AUTO RENEW,WEB,6-10,Premier,True,True,False,False,False,False,False,False,False,False,False
904,0.0,0,336394.8342857143,17,17,1,13540,2166,Mid-term,Unknown,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
905,0.0,0,864992.9142857145,19,19,1,9172,3192,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
906,0.0,0,320352.6666666667,19,19,1,8656,3392,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
907,361.7904761904762,1,501803.39047619054,19,19,3,9916,3519,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,True,True,True
908,0.0,0,318632.5333333333,1,1,1,6889,3379,Mid-term,English,NOTICE,PHONE,500+,Premier,False,False,False,False,False,False,False,False,False,False,True
909,193.40952380952385,1,304620.0,21,21,1,9704,2313,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
910,0.0,0,1381300.2666666668,26,26,1,8625,3291,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
911,411.04,1,811392.96,21,21,1,9629,3031,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
912,0.0,0,629675.2,19,19,1,3425,2542,Short-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
913,222.64761904761903,1,300351.63809523813,19,19,1,10039,2522,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
914,0.0,0,351898.38095238095,17,17,1,5281,3624,Short-term,English,NOTICE,WEB,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
915,0.0,0,206072.2857142857,5,5,1,9065,3011,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
916,162.51999999999998,1,198599.44,13,13,1,5510,2590,Short-term,English,NOTICE,BRANCH (POS),6-10,Standard,True,True,False,False,False,False,False,False,False,False,True
917,240.69333333333336,1,90982.08,21,21,1,9767,2159,Mid-term,English,NOTICE,PHONE,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
918,0.0,0,834473.1428571428,20,20,1,8731,3032,Mid-term,English,NOTICE,AUTO RENEW,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
919,212.23428571428573,1,379474.9028571429,12,12,1,22335,2096,Long-term,English,AUTO RENEW,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
920,443.3142857142857,1,332485.71428571426,25,25,1,18532,4103,Long-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
921,263.928,1,351552.096,9,9,1,1366,2856,Short-term,English,NOTICE,BRANCH (POS),11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
922,156.03809523809525,1,206906.5142857143,17,17,1,15030,2045,Long-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
923,0.0,0,154620.0,21,21,1,9112,3858,Mid-term,European,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
924,0.0,0,1285138.4,13,13,2,8806,3839,Mid-term,English,NOTICE,MAIL,51-100,Standard,False,True,False,False,False,False,False,False,True,False,True
925,0.0,0,2980843.0080000004,22,22,1,10526,4631,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
926,0.0,0,715358.0571428572,17,17,2,12838,3790,Mid-term,English,AUTO RENEW,WEB,6-10,Premier,False,True,True,False,False,False,False,False,False,False,True
927,0.0,0,733375.8095238095,23,23,1,3795,2684,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
928,0.0,0,695861.7142857143,23,23,1,11773,2498,Mid-term,English,NOTICE,WEB,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
929,0.0,0,348672.0,25,25,1,8670,3157,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
930,0.0,0,265622.6361904762,11,11,1,9157,2884,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
931,0.0,0,761871.9333333336,20,20,1,10770,4170,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Standard,False,True,False,False,False,False,False,False,False,False,True
932,390.8571428571429,1,152434.2857142857,15,15,1,10319,3727,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
933,0.0,0,557907.4285714286,22,22,1,4052,2273,Short-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
934,0.0,0,557907.4285714286,22,17,1,4052,1827,Short-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
935,0.0,0,106934.85714285716,17,17,1,9203,3932,Mid-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
936,132.18666666666667,1,65300.21333333333,26,26,3,5764,2280,Short-term,English,NOTICE,BRANCH (POS),6-10,Premier,False,True,True,False,False,False,False,False,False,True,True
937,0.0,0,2741160.0,20,20,1,9537,4045,Mid-term,English,NOTICE,WEB,101-500,Premier,False,True,False,False,False,False,False,False,False,False,True
938,0.0,0,784702.2857142858,22,22,1,9339,2714,Mid-term,English,AUTO RENEW,PHONE,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
939,0.0,0,1399831.16,21,21,1,9295,3393,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
940,177.37200000000004,1,95780.88000000002,4,4,1,9843,2323,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
941,0.0,0,550817.6,12,12,1,12688,3400,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
942,0.0,0,5954900.0,14,14,1,8806,4015,Mid-term,English,NOTICE,MAIL,500+,Premier,False,False,False,False,False,False,False,False,False,False,True
943,716.4768,1,377583.2736,17,17,2,2271,3277,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,False,True,False,True,False,False,False,False,False,False,True
944,1287.1666666666667,1,131291.0,8,3,0,6704,3035,Mid-term,English,NOTICE,WEB,101-500,Standard,False,True,False,False,False,False,False,False,False,False,False
945,0.0,0,531957.5238095237,17,17,1,2034,2651,Short-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
946,0.0,0,564204.3428571429,18,18,3,3036,3006,Short-term,English,NOTICE,WEB,6-10,Standard,False,False,True,True,False,False,False,False,False,False,True
